Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Passengers,Serious.or.Fatal.Fraction,Aircraft.Destroyed,Make.Model
20001214X42478,Incident,LAX83IA149B,1983-03-18,"LOS ANGELES, CA",United States,Minor,Airplane,N323EA,OTHER,L-1011,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,588.0,VMC,Other,588.0,0.0,False,OTHER L-1011
20001214X42478,Incident,LAX83IA149A,1983-03-18,"LOS ANGELES, CA",United States,Minor,Airplane,9VSQQ,BOEING,747,No,4.0,Turbo Fan,Other,0.0,0.0,0.0,588.0,VMC,Taxi,588.0,0.0,False,BOEING 747
20001214X42331,Accident,ATL83FA140,1983-03-20,"CROSSVILLE, TN",United States,Destroyed,Airplane,N9600W,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,Cruise,2.0,1.0,True,PIPER PA-28-140
20001214X44248,Incident,MIA83IA210,1983-08-21,"NORFOLK, VA",United States,Minor,Airplane,N69NA,OTHER,DC-10-10,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,289.0,VMC,Cruise,289.0,0.0,False,OTHER DC-10-10
20001214X44100,Accident,DCA83AA036,1983-08-21,"SILVANA, WA",United States,Destroyed,Airplane,N116CA,OTHER,"LEARSTAR, L-18-56",No,2.0,Reciprocating,Skydiving,11.0,2.0,0.0,13.0,VMC,Other,26.0,0.5,True,"OTHER LEARSTAR, L-18-56"
20001214X45013,Incident,CHI84IA041,1983-11-08,"CHICAGO, IL",United States,Minor,Airplane,N898AA,BOEING,727-200,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,100.0,VMC,Taxi,100.0,0.0,False,BOEING 727-200
20001214X45188,Accident,NYC84LA028,1983-11-13,"MARTHA'S VINEYARD, MA",United States,Substantial,Airplane,N1882D,BEECH,C35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,1.0,0.0,False,BEECH C35
20001214X45339,Accident,LAX84LA110,1983-12-22,"SANTA ROSA ISLAND, CA",United States,Substantial,Airplane,N2697K,CESSNA,180K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA 180K
20001214X38957,Accident,ATL84LA120,1984-03-14,"MYRTLE BEACH, SC",United States,Substantial,Airplane,N7994R,BEECH,99,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,BEECH 99
20001214X40033,Accident,MIA84LA182,1984-06-11,"FT. LAUDERDALE, FL",United States,Substantial,Airplane,N29994,PIPER,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,4.0,0.0,False,PIPER PA-23-250
20001214X39980,Accident,LAX84LA349,1984-06-11,"LOS ANGELES, CA",United States,Substantial,Airplane,N501PA,OTHER,L-1011-385-3,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,157.0,VMC,Takeoff,157.0,0.0,False,OTHER L-1011-385-3
20001214X40407,Accident,MKC84FA197,1984-07-03,"WRIGHT, AR",United States,Destroyed,Airplane,N4025,PIPER,PA-18-150,No,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,True,PIPER PA-18-150
20001214X41363,Incident,FTW85IA028,1984-10-26,"TULSA, OK",United States,Minor,Airplane,N511SS,OTHER,SA226TC,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,9.0,IMC,Cruise,9.0,0.0,False,OTHER SA226TC
20001214X41647,Accident,MKC85LA019,1984-11-09,"JUNCTION CITY, KS",United States,Substantial,Airplane,N13030,CESSNA,R172E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1.0,0.0,False,CESSNA R172E
20001214X41706,Accident,ATL85FA072,1984-12-30,"DUBLIN, VA",United States,Destroyed,Airplane,N4963D,CESSNA,182A,No,1.0,Reciprocating,Skydiving,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,True,CESSNA 182A
20001214X35509,Accident,DEN85LA064,1985-01-14,"WAPITI, WY",United States,Destroyed,Airplane,N759WB,CESSNA,182Q,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Maneuvering,2.0,0.5,True,CESSNA 182Q
20001214X36510,Accident,LAX85LA257,1985-05-13,"MESA, AZ",United States,Destroyed,Airplane,N4661V,CESSNA,T303,No,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Approach,1.0,1.0,True,CESSNA T303
20001214X36887,Accident,NYC85FA145B,1985-06-11,"BELMAR, NJ",United States,Destroyed,Airplane,N4956B,CESSNA,152,No,1.0,Reciprocating,Instructional,1.0,1.0,4.0,0.0,VMC,Takeoff,6.0,0.3333333333333333,True,CESSNA 152
20001214X37274,Accident,NYC85LA188,1985-07-21,"SIDNEY, ME",United States,Substantial,Airplane,N6668L,OTHER,LA-4,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,4.0,0.0,False,OTHER LA-4
20001214X37356,Incident,ATL85IA251,1985-08-16,"HILTON HEAD, SC",United States,Substantial,Airplane,N2624D,CESSNA,441,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,VMC,Landing,4.0,0.0,False,CESSNA 441
20001214X37718,Accident,ATL85MA286,1985-09-29,"JENKINSBURG, GA",United States,Destroyed,Airplane,N551CC,CESSNA,208,No,1.0,Turbo Prop,Skydiving,17.0,0.0,0.0,0.0,VMC,Takeoff,17.0,1.0,True,CESSNA 208
20001213X33054,Accident,FTW86FA050,1986-03-29,"SEAGOVILLE, TX",United States,Destroyed,Airplane,N3381G,OTHER,L-402-2 (LASA-60),No,1.0,Reciprocating,Skydiving,3.0,2.0,0.0,0.0,VMC,Takeoff,5.0,1.0,True,OTHER L-402-2 (LASA-60)
20001213X33306,Accident,LAX86LA166,1986-04-08,"MESA, AZ",United States,Substantial,Airplane,N3872E,PIPER,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,PIPER PA-23-250
20001213X33276,Accident,FTW86FA066B,1986-04-15,"HANKAMER, TX",United States,Destroyed,Airplane,N8696H,GRUMMAN,G164A,No,1.0,Reciprocating,Aerial Application,2.0,0.0,0.0,0.0,VMC,Descent,2.0,1.0,True,GRUMMAN G164A
20001213X33276,Accident,FTW86FA066A,1986-04-15,"HANKAMER, TX",United States,Destroyed,Airplane,N8751H,GRUMMAN,G164A,No,1.0,Reciprocating,Aerial Application,2.0,0.0,0.0,0.0,VMC,Other,2.0,1.0,True,GRUMMAN G164A
20001213X33697,Accident,SEA86FA121B,1986-05-19,"MEAD, WA",United States,Destroyed,Airplane,N8267Q,CESSNA,TU206F,No,1.0,Reciprocating,Skydiving,2.0,0.0,1.0,0.0,VMC,Descent,3.0,0.6666666666666666,True,CESSNA TU206F
20001213X33697,Accident,SEA86FA121A,1986-05-19,"MEAD, WA",United States,Destroyed,Airplane,N6161M,CESSNA,152,No,1.0,Reciprocating,Instructional,2.0,0.0,1.0,0.0,VMC,Maneuvering,3.0,0.6666666666666666,True,CESSNA 152
20001213X30060,Accident,DCA87MA018B,1987-01-15,"KEARNS, UT",United States,Destroyed,Airplane,N6485U,MOONEY,M-20C,No,1.0,Reciprocating,Instructional,10.0,0.0,0.0,0.0,VMC,Maneuvering,10.0,1.0,True,MOONEY M-20C
20001213X30060,Accident,DCA87MA018A,1987-01-15,"KEARNS, UT",United States,Destroyed,Airplane,N163SW,OTHER,SA-226TC,No,2.0,Turbo Prop,Unknown,10.0,0.0,0.0,0.0,VMC,Maneuvering,10.0,1.0,True,OTHER SA-226TC
20001213X30820,Accident,SEA87LA072,1987-04-02,"JEAN, NV",United States,Substantial,Airplane,N5916H,PIPER,PA 16,No,,,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,PIPER PA 16
20001213X25152,Accident,NYC88LA082,1988-02-16,"BRIDGEPORT, CT",United States,Destroyed,Airplane,N26834,OTHER,AA-5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,3.0,0.0,True,OTHER AA-5B
20001213X25245,Accident,DCA88WA048,1988-03-27,"OXFORD, United Kingdom",United Kingdom,Destroyed,Airplane,N91590,PIPER,PA-38,No,,Unknown,Instructional,1.0,0.0,0.0,0.0,UNK,Other,1.0,1.0,True,PIPER PA-38
20001213X25425,Accident,CHI88FA091,1988-04-05,"ST. PAUL, MN",United States,Substantial,Airplane,N181LL,BEECH,B90,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,5.0,IMC,Cruise,5.0,0.0,False,BEECH B90
20001213X25661,Incident,DCA88IA056,1988-05-02,"NR TOKYO, Japan",Japan,Minor,Airplane,N157UA,BOEING,747-123,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,258.0,VMC,Cruise,258.0,0.0,False,BOEING 747-123
20001213X25979,Accident,LAX88FA241,1988-06-30,"PERRIS, CA",United States,Destroyed,Airplane,N9991F,OTHER,HST-550A,No,1.0,Turbo Prop,Skydiving,1.0,0.0,0.0,0.0,VMC,Descent,1.0,1.0,True,OTHER HST-550A
20001213X26456,Accident,BFO88LA070,1988-08-01,"SELBYVILLE, DE",United States,Substantial,Airplane,N5682G,CESSNA,150K,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Maneuvering,1.0,0.0,False,CESSNA 150K
20001213X26459,Accident,BFO88LA073,1988-08-07,"RACINE, WV",United States,Substantial,Airplane,N4873T,PIPER,PA-28-180,No,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Cruise,1.0,0.0,False,PIPER PA-28-180
20001213X27392,Accident,CHI89FA035,1988-12-24,"MADISON, IN",United States,Destroyed,Airplane,N5121J,CESSNA,310R,No,2.0,Reciprocating,Positioning,2.0,0.0,0.0,0.0,VMC,Approach,2.0,1.0,True,CESSNA 310R
20001213X27448,Accident,LAX89LA071,1988-12-27,"CHINO, CA",United States,Substantial,Airplane,N3388K,OTHER,GLOBE GC-1B,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0,1.0,False,OTHER GLOBE GC-1B
20001213X28167,Accident,MKC89FA099,1989-04-27,"AINSWORTH, NE",United States,Destroyed,Airplane,N20BS,MAULE,M-5,No,1.0,Reciprocating,Other Work Use,3.0,0.0,0.0,0.0,IMC,Climb,3.0,1.0,True,MAULE M-5
20001213X28620,Accident,MIA89LA175,1989-06-15,"MIRAMAR, FL",United States,Substantial,Airplane,N732AG,CESSNA,210L,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Approach,3.0,0.0,False,CESSNA 210L
20001213X28927,Accident,MKC89LA151,1989-07-03,"MORRILTON, AR",United States,Substantial,Airplane,N1414N,PIPER,"J3 ""CUB""",No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,0.0,False,"PIPER J3 ""CUB"""
20001213X28948,Accident,NYC89FA177B,1989-07-30,"SALISBURY TWP, PA",United States,Destroyed,Airplane,N2639G,CESSNA,182B,No,1.0,Reciprocating,Other Work Use,7.0,0.0,0.0,0.0,VMC,Descent,7.0,1.0,True,CESSNA 182B
20001213X28948,Accident,NYC89FA177A,1989-07-30,"SALISBURY TWP, PA",United States,Destroyed,Airplane,N2063V,BEECH,A36,No,1.0,Reciprocating,Skydiving,7.0,0.0,0.0,0.0,VMC,Approach,7.0,1.0,True,BEECH A36
20001213X28746,Accident,BFO89LA066,1989-07-30,"WILLIAMSBURG, VA",United States,Substantial,Airplane,N4022R,PIPER,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,4.0,0.0,False,PIPER PA-32-300
20001213X29904,Accident,ATL90FA040A,1989-12-17,"CINCINNATI, OH",United States,Substantial,Airplane,N8940T,CESSNA,182,No,1.0,Reciprocating,Unknown,1.0,0.0,1.0,1.0,VMC,Maneuvering,3.0,0.3333333333333333,False,CESSNA 182
20001212X22492,Accident,NYC90LA058,1990-01-28,"ROXBURY, ME",United States,Destroyed,Airplane,N44068,TAYLORCRAFT,BC12D,No,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,True,TAYLORCRAFT BC12D
20001212X22493,Accident,NYC90LA059,1990-01-28,"PITTSTOWN, NJ",United States,Substantial,Airplane,N78156,OTHER,SWIFT GCIB,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,OTHER SWIFT GCIB
20001212X22480,Accident,NYC90FA061,1990-01-29,"WILLISTON, VT",United States,Destroyed,Airplane,N4688B,CESSNA,208B,No,1.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,IMC,Takeoff,2.0,1.0,True,CESSNA 208B
20001212X22619,Accident,NYC90FA063,1990-02-01,"FAIRFIELD, CT",United States,Destroyed,Airplane,N83253,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,True,PIPER PA-28-181
20001212X22649,Accident,ANC90LA043,1990-03-16,"SULATNA CROSS, AK",United States,Substantial,Airplane,N4659C,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,False,CESSNA 170B
20001212X22846,Accident,ATL90FA095B,1990-04-09,"GADSDEN, AL",United States,Destroyed,Airplane,N99501,CESSNA,172,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,7.0,VMC,Cruise,9.0,0.2222222222222222,True,CESSNA 172
20001212X22846,Accident,ATL90FA095A,1990-04-09,"GADSDEN, AL",United States,Substantial,Airplane,N217AS,EMBRAER,EMB-120,No,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,7.0,VMC,Cruise,9.0,0.2222222222222222,False,EMBRAER EMB-120
20001212X22966,Accident,MIA90FA105,1990-04-16,"FORT LAUDERDALE, FL",United States,Substantial,Airplane,N64CZ,EMBRAER,EMB-110,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,8.0,VMC,Taxi,8.0,0.0,False,EMBRAER EMB-110
20001212X22992,Accident,MKC90LA087,1990-04-17,"SALINA, KS",United States,Substantial,Airplane,N714EB,CESSNA,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,2.0,0.0,False,CESSNA 150
20001212X22890,Accident,DCA90WA430,1990-04-30,"MOOSONEE, Canada",Canada,Destroyed,Airplane,,BEECH,C99 AIRLINER,No,2.0,Unknown,Unknown,1.0,3.0,0.0,0.0,UNK,Other,4.0,1.0,True,BEECH C99 AIRLINER
20001212X23515,Accident,NYC90FA130,1990-06-15,"DANBURY, CT",United States,Substantial,Airplane,N76KK,OTHER,LA-4-200,No,1.0,Reciprocating,Personal,1.0,1.0,1.0,0.0,VMC,Landing,3.0,0.6666666666666666,False,OTHER LA-4-200
20001212X23574,Accident,ANC90LA112,1990-07-05,"COLDFOOT, AK",United States,Destroyed,Airplane,N6374J,PIPER,PA-28-180,No,1.0,Reciprocating,Business,1.0,1.0,0.0,0.0,VMC,Descent,2.0,1.0,True,PIPER PA-28-180
20001212X23773,Accident,MKC90LA146,1990-07-12,"WICHITA, KS",United States,Substantial,Airplane,N7295F,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Descent,2.0,0.0,False,PIPER PA-28-140
20001212X24345,Accident,NYC90FA220,1990-09-14,"PLAIN CITY, OH",United States,Destroyed,Airplane,N95644,CESSNA,152,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Takeoff,2.0,1.0,True,CESSNA 152
20001212X24349,Accident,NYC90FA227,1990-09-23,"ELIOT, ME",United States,Destroyed,Airplane,N8664P,PIPER,PA-24-260,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,4.0,1.0,True,PIPER PA-24-260
20001212X24393,Accident,ANC91LA002,1990-10-06,"KOYUKTOLIK, AK",United States,Substantial,Airplane,N2525Z,CESSNA,185B,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 185B
20001212X24604,Accident,DEN91LA018,1990-11-07,"ABILENE, TX",United States,Substantial,Airplane,N6078Y,PIPER,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,Climb,3.0,0.0,False,PIPER PA-23-250
20001212X24613,Accident,FTW91FA017,1990-11-23,"ENGLAND, AR",United States,Destroyed,Airplane,N811J,BEECH,B55,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0,1.0,True,BEECH B55
20001212X24824,Accident,SEA91LA034,1990-12-15,"SNOHOMISH, WA",United States,Substantial,Airplane,N833Q,BEECH,D50C,No,2.0,Reciprocating,Skydiving,1.0,0.0,1.0,4.0,VMC,Cruise,6.0,0.16666666666666666,False,BEECH D50C
20001212X24816,Accident,SEA91FA038,1990-12-31,"ESTACADA, OR",United States,Substantial,Airplane,N7288E,CESSNA,182B,No,1.0,Reciprocating,Skydiving,2.0,1.0,1.0,0.0,VMC,Takeoff,4.0,0.75,False,CESSNA 182B
20001212X16387,Accident,SEA91TA03,1991-01-25,"PINEDALE, WY",United States,Substantial,Airplane,N8372Z,PIPER,PA-34,No,,Unknown,Other,0.0,0.0,0.0,1.0,UNK,Landing,1.0,0.0,False,PIPER PA-34
20001212X16418,Accident,CHI91FA088B,1991-02-03,"OSCEOLA, WI",United States,Destroyed,Airplane,N6384A,CESSNA,182,No,1.0,Reciprocating,Skydiving,7.0,0.0,0.0,0.0,VMC,Climb,7.0,1.0,True,CESSNA 182
20001212X16418,Accident,CHI91FA088A,1991-02-03,"OSCEOLA, WI",United States,Destroyed,Airplane,N4676R,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,7.0,0.0,0.0,0.0,VMC,Approach,7.0,1.0,True,PIPER PA-28-140
20001212X16415,Accident,CHI91DCJ01,1991-02-24,"WESTERN, NE",United States,Destroyed,Airplane,N738LL,CESSNA,172N,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,1.0,1.0,True,CESSNA 172N
20001212X16539,Accident,ATL91FA067,1991-03-18,"HAMILTON, NC",United States,Destroyed,Airplane,N2871H,PIPER,PA-28-201T,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Cruise,2.0,1.0,True,PIPER PA-28-201T
20001212X17360,Incident,NYC91IA137,1991-06-06,"BOSTON, MA",United States,Minor,Airplane,N750UA,BOEING,727-214,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,156.0,VMC,Takeoff,156.0,0.0,False,BOEING 727-214
20001212X17597,Accident,LAX91LA306,1991-07-11,"WAILUA, HI",United States,Substantial,Airplane,N9022T,CESSNA,182,No,1.0,Reciprocating,Skydiving,1.0,0.0,0.0,4.0,VMC,Cruise,5.0,0.2,False,CESSNA 182
20001212X17738,Accident,ANC91LA117,1991-08-07,"SEWARD, AK",United States,Substantial,Airplane,N8684V,BELLANCA,7GCBC,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,2.0,0.0,False,BELLANCA 7GCBC
20001212X17742,Accident,ANC91LA121,1991-08-09,"ANCHORAGE, AK",United States,Substantial,Airplane,N2370H,PIPER,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,PIPER PA-18
20001212X18014,Accident,ANC91LA155,1991-09-19,"EAGLE, AK",United States,Substantial,Airplane,N4894A,PIPER,PA-18-150,No,1.0,Reciprocating,Other,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,PIPER PA-18-150
20001212X18289,Accident,FTW92FA014,1991-10-27,"MARBLE FALLS, TX",United States,Destroyed,Airplane,N7246H,BEECH,A36,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,1.0,True,BEECH A36
20001212X18454,Accident,FTW92LA028,1991-11-29,"LAS CRUCES, NM",United States,Substantial,Airplane,N1906N,CESSNA,120,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 120
20001212X18577,Incident,CHI92RA060,1991-12-12,"NAKINA, Canada",Canada,Minor,Airplane,N475EV,BOEING,B-747-121,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,Other,0.0,0.0,False,BOEING B-747-121
20001212X18531,Accident,ANC92FA083,1991-12-13,"NINILCHIK, AK",United States,Destroyed,Airplane,N307SC,PIPER,"PA-31T3, T1040",No,2.0,Turbo Prop,Other,1.0,0.0,0.0,0.0,IMC,Cruise,1.0,1.0,True,"PIPER PA-31T3, T1040"
20001212X18613,Accident,LAX92FA065,1991-12-20,"FLAGSTAFF, AZ",United States,Destroyed,Airplane,N766BA,BEECH,58P,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Approach,2.0,1.0,True,BEECH 58P
20001211X14270,Accident,DCA92MA025,1992-03-22,"FLUSHING, NY",United States,Destroyed,Airplane,N485US,OTHER,28-4000,No,2.0,Turbo Fan,Unknown,27.0,9.0,12.0,3.0,IMC,Takeoff,51.0,0.7058823529411765,True,OTHER 28-4000
20001211X14468,Accident,LAX92MA183,1992-04-22,"PERRIS, CA",United States,Destroyed,Airplane,N141PV,DEHAVILLAND,DHC-6-200,No,2.0,Turbo Prop,Skydiving,16.0,6.0,0.0,0.0,VMC,Takeoff,22.0,1.0,True,DEHAVILLAND DHC-6-200
20001211X15125,Accident,DCA92MA044,1992-07-30,"JAMAICA, NY",United States,Destroyed,Airplane,N11002,OTHER,L-1011-385-1,No,3.0,Turbo Fan,Unknown,0.0,1.0,9.0,282.0,VMC,Takeoff,292.0,0.003424657534246575,True,OTHER L-1011-385-1
20001211X15678,Accident,DCA92MA048,1992-09-07,"HINCKLEY, IL",United States,Destroyed,Airplane,N3657G,BEECH,C-45H,No,2.0,Reciprocating,Skydiving,12.0,0.0,0.0,0.0,VMC,Takeoff,12.0,1.0,True,BEECH C-45H
20001211X16223,Accident,NYC93LA041,1992-12-13,"LONDONDERRY, NH",United States,Substantial,Airplane,N210PQ,CESSNA,T210,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1.0,0.0,False,CESSNA T210
20001211X16199,Accident,LAX93WA090,1992-12-29,"LORETO, MEXICO",Mexico,Substantial,Airplane,N4506X,PIPER,PA-34-200,No,,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Other,2.0,0.0,False,PIPER PA-34-200
20001211X12054,Accident,ANC93FA054,1993-04-23,"KASHWITNA, AK",United States,Destroyed,Airplane,N3741Z,PIPER,PA-18-150,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,1.0,True,PIPER PA-18-150
20001211X13214,Accident,NYC93FA154,1993-08-14,"EAST MORICHES, NY",United States,Destroyed,Airplane,N5010D,CESSNA,182A,No,1.0,Reciprocating,Skydiving,1.0,4.0,0.0,0.0,VMC,Takeoff,5.0,1.0,True,CESSNA 182A
20001211X13180,Accident,LAX93LA329,1993-08-18,PACIFIC OCEAN,PACIFIC OCEAN,Destroyed,Airplane,N1232H,PIPER,PA-34-220,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,0.0,True,PIPER PA-34-220
20001211X13402,Accident,FTW93LA257,1993-09-04,"FENTRESS, TX",United States,Minor,Airplane,N125MB,BEECH,C-45H,No,2.0,Reciprocating,Skydiving,1.0,0.0,0.0,10.0,VMC,Cruise,11.0,0.09090909090909091,False,BEECH C-45H
20001211X13354,Accident,BFO93LA184,1993-09-25,"EMPORIA, VA",United States,Substantial,Airplane,N9841L,CESSNA,172,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,False,CESSNA 172
20001211X13771,Accident,LAX94WA053,1993-11-13,"MULEGE, MEXICO",Mexico,Substantial,Airplane,N6879J,PIPER,PA-32R-300,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,1.0,VMC,Other,5.0,0.2,False,PIPER PA-32R-300
20001211X13695,Accident,BFO94FA021,1993-11-28,"BUTLER, PA",United States,Destroyed,Airplane,N707JS,PIPER,PA32R-301,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,1.0,1.0,True,PIPER PA32R-301
20001211X13814,Accident,ANC94LA026,1993-12-12,"PORT LIONS, AK",United States,Substantial,Airplane,N43527,PIPER,PA-32,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,5.0,0.0,False,PIPER PA-32
20001206X00618,Accident,FTW94FA060B,1994-01-02,"PEARLAND, TX",United States,Destroyed,Airplane,N739TL,CESSNA,172N,No,1.0,Reciprocating,Instructional,5.0,0.0,0.0,0.0,VMC,Approach,5.0,1.0,True,CESSNA 172N
20001206X00742,Accident,DCA94WA036,1994-02-22,"ROSKILDE, DENMARK",Denmark,Substantial,Airplane,N8149S,BEECH,2000 (STARSHIP),No,,Unknown,Business,0.0,0.0,0.0,6.0,UNK,Other,6.0,0.0,False,BEECH 2000 (STARSHIP)
20001206X01822,Accident,NYC94FA128,1994-07-16,"TREMONT CITY, OH",United States,Destroyed,Airplane,N1124V,CESSNA,K172R,No,1.0,Reciprocating,Skydiving,4.0,0.0,0.0,0.0,VMC,Takeoff,4.0,1.0,True,CESSNA K172R
20001206X02019,Accident,CHI94LA298,1994-08-25,"CENTRALIA, IL",United States,Substantial,Airplane,N6307S,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0,0.0,False,CESSNA 150
20001206X01926,Accident,ANC94LA126,1994-08-31,"CAPE SABINE, AK",United States,Substantial,Airplane,N9825F,CESSNA,208,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 208
20001206X02310,Accident,LAX94WA373,1994-09-14,"PRINCE GEORGE, CANADA",Canada,Substantial,Airplane,N1869J,PIPER,PA-28-140,No,,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,PIPER PA-28-140
20001206X02325,Accident,MIA94WA215,1994-09-20,"LONG ISLAND, BAHAMAS",Bahamas,Substantial,Airplane,N8374Y,PIPER,PA32R-301T,No,,Unknown,Personal,0.0,0.0,0.0,6.0,VMC,Other,6.0,0.0,False,PIPER PA32R-301T
20001206X02234,Accident,DCA94WA077,1994-09-23,"WESTMAN ISLES, Iceland",Iceland,Destroyed,Airplane,N9082N,AERO COMMANDER,500S,No,,Unknown,Unknown,2.0,0.0,0.0,0.0,UNK,Other,2.0,1.0,True,AERO COMMANDER 500S
20001206X02621,Accident,LAX95WA056,1994-11-18,"TRIPUI, MEXICO",Mexico,Substantial,Airplane,N71RJ,PIPER,PA-32R-300,No,,Unknown,Personal,0.0,0.0,0.0,4.0,VMC,Other,4.0,0.0,False,PIPER PA-32R-300
20001206X02737,Accident,LAX95FA062,1994-12-27,"HOLTVILLE, CA",United States,Destroyed,Airplane,N4647R,PIPER,PA-28-140,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Go-around,2.0,1.0,True,PIPER PA-28-140
