Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Passengers,Serious.or.Fatal.Fraction,Aircraft.Destroyed,Make.Model
20060511X00554,Accident,LAX06CA137,2006-04-05,"HANFORD, CA",United States,Substantial,Airplane,N5561C,CESSNA,170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 170A
20060418X00452,Accident,CHI06CA106,2006-04-05,"BATTLE CREEK, MI",United States,Substantial,Airplane,N16214,OTHER,EQC-6,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,OTHER EQC-6
20060504X00514,Accident,NYC06CA088,2006-04-06,"CAMBRIDGE, MD",United States,Substantial,Airplane,N54928,CESSNA,172-P,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172-P
20060609X00724,Accident,MIA06CA080,2006-04-06,"ENGLEWOOD, FL",United States,Substantial,Airplane,N3602X,AERO COMMANDER,100,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,2.0,0.0,False,AERO COMMANDER 100
20060511X00558,Accident,LAX06CA136,2006-04-06,"WICKENBURG, AZ",United States,Substantial,Airplane,N84034,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172
20060608X00717,Accident,MIA06CA085,2006-04-07,"TALLAHASSEE, FL",United States,Substantial,Airplane,N577CC,OTHER,CC18-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,OTHER CC18-180
20060601X00662,Accident,MIA06CA083,2006-04-07,"VERO BEACH, FL",United States,Substantial,Airplane,N64425,CESSNA,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Go-around,3.0,0.0,False,CESSNA 172M
20060630X00858,Accident,MIA06CA082,2006-04-07,"LAKELAND, FL",United States,Substantial,Airplane,N9291A,CESSNA,C170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,3.0,0.0,False,CESSNA C170A
20060509X00529,Accident,DFW06CA096,2006-04-07,"LAKEVIEW, AR",United States,Substantial,Airplane,N4316T,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,3.0,0.0,False,PIPER PA-28-140
20060627X00825,Accident,ATL06CA066,2006-04-07,"SHELBYVILLE, TN",United States,Substantial,Airplane,N122JV,FLIGHT DESIGN,CTSW,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2.0,0.0,False,FLIGHT DESIGN CTSW
20061004X01456,Accident,LAX06CA272,2006-04-08,"COALINGA, CA",United States,Substantial,Airplane,N8068J,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,PIPER PA-28-181
20060505X00516,Accident,CHI06CA113,2006-04-08,"PINE CREEK, MN",United States,Substantial,Airplane,N3456V,CESSNA,195,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 195
20060503X00498,Accident,DFW06CA098,2006-04-09,"DENTON, TX",United States,Substantial,Airplane,N358TW,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA 172S
20060620X00772,Accident,CHI06CA144,2006-04-09,"LOGANSPORT, IN",United States,Substantial,Airplane,N793MA,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,PIPER PA-28-181
20060421X00470,Accident,CHI06CA107,2006-04-09,"SANDSTONE, MN",United States,Substantial,Airplane,N50970,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,0.0,False,CESSNA 150
20060525X00625,Accident,SEA06CA073,2006-04-10,"HAVRE, MT",United States,Substantial,Airplane,N2831C,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,0.0,False,CESSNA 170B
20060421X00471,Accident,CHI06CA108,2006-04-10,"FORT WAYNE, IN",United States,Substantial,Airplane,N2878W,CESSNA,182 RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 182 RG
20060510X00536,Accident,ATL06CA062,2006-04-10,"SANFORD, NC",United States,Substantial,Airplane,N72675,CESSNA,C-172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA C-172S
20060422X00475,Accident,NYC06CA093,2006-04-11,"NORWOOD, MA",United States,Substantial,Airplane,N4359D,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,PIPER PA-28-161
20060510X00537,Accident,DEN06CA060,2006-04-11,"ULYSSES, KS",United States,Substantial,Airplane,N50669,AIR TRACTOR,AT-602,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,Maneuvering,1.0,0.0,False,AIR TRACTOR AT-602
20060504X00510,Accident,MIA06LA086,2006-04-12,"BROOKSVILLE, FL",United States,Substantial,Airplane,N6981L,CESSNA,310K,No,,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,4.0,0.0,False,CESSNA 310K
20060511X00555,Accident,LAX06CA142,2006-04-12,"STANFIELD, AZ",United States,Substantial,Airplane,N1539X,AIR TRACTOR,502A,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,AIR TRACTOR 502A
20060516X00578,Accident,CHI06CA114,2006-04-12,"DRAYTON, ND",United States,Substantial,Airplane,N2555P,PIPER,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,PIPER PA-22-150
20060522X00598,Accident,ATL06CA064,2006-04-12,"KENLY, NC",United States,Substantial,Airplane,N711WN,CESSNA,L-19,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,0.0,False,CESSNA L-19
20060510X00534,Accident,ATL06CA063,2006-04-12,"KENANSVILLE, NC",United States,Substantial,Airplane,N3FS,CESSNA,0-1A,No,1.0,Reciprocating,Other,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 0-1A
20060510X00539,Incident,DEN06CA066,2006-04-12,"Buena Vista, CO",United States,Minor,Airplane,N1327D,CESSNA,170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,False,CESSNA 170A
20060504X00504,Accident,NYC06CA098,2006-04-15,"FINLEYVILLE, PA",United States,Substantial,Airplane,N93AC,CESSNA,310Q,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2.0,0.0,False,CESSNA 310Q
20060522X00595,Accident,NYC06CA096,2006-04-15,"HAVERHILL, NH",United States,Substantial,Airplane,N82320,AERONCA,7AC,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,False,AERONCA 7AC
20060503X00501,Accident,ANC06CA045,2006-04-15,"BIRCHWOOD, AK",United States,Substantial,Airplane,N7257D,PIPER,PA-22-150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,PIPER PA-22-150
20060516X00579,Accident,DFW06CA107,2006-04-16,"TECUMSEH, OK",United States,Substantial,Airplane,N945A,PIPER,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,4.0,0.0,False,PIPER PA-22
20060627X00831,Accident,ATL06CA068,2006-04-16,"GAINSVILLE, GA",United States,Substantial,Airplane,N21527,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172S
20060627X00827,Accident,ATL06CA065,2006-04-16,"GRIFFIN, GA",United States,Substantial,Airplane,N9970V,CESSNA,172 M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172 M
20060504X00509,Accident,ANC06CA046,2006-04-17,"TALKEETNA, AK",United States,Substantial,Airplane,N6195D,PIPER,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,PIPER PA-18
20060503X00497,Accident,SEA06CA078,2006-04-18,"SHELTON, WA",United States,Substantial,Airplane,N2886C,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA 170B
20060602X00674,Accident,CHI06CA132,2006-04-18,"CLEVELAND, OH",United States,Substantial,Airplane,N34405,CESSNA,177B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 177B
20060525X00631,Accident,SEA06CA087,2006-04-19,"BILLINGS, MT",United States,Substantial,Airplane,N954EA,CESSNA,310R,No,2.0,Reciprocating,Other,0.0,0.0,0.0,3.0,VMC,Landing,3.0,0.0,False,CESSNA 310R
20060525X00624,Accident,SEA06CA083,2006-04-19,"LOGAN, UT",United States,Substantial,Airplane,N4678,OTHER,CC-18-180,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,OTHER CC-18-180
20060515X00573,Accident,LAX06CA143,2006-04-19,"MERCED, CA",United States,Substantial,Airplane,N757GF,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,2.0,0.0,False,CESSNA 152
20060516X00581,Accident,DFW06CA109,2006-04-19,"ROANAKE, TX",United States,Substantial,Airplane,N3419V,CESSNA,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,2.0,0.0,False,CESSNA 150M
20060512X00564,Accident,CHI06CA120,2006-04-19,"WADENA, MN",United States,Substantial,Airplane,N5766T,CESSNA,172E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172E
20060512X00565,Accident,CHI06CA118,2006-04-21,"HENRYVILLE, IN",United States,Substantial,Airplane,N732AN,CESSNA,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Approach,1.0,0.0,False,CESSNA T210L
20060525X00637,Accident,SEA06CA093,2006-04-22,"TOOELE, UT",United States,Substantial,Airplane,N8503J,OTHER,CH 2000,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,OTHER CH 2000
20060525X00627,Accident,SEA06CA081,2006-04-22,"MALAD CITY, ID",United States,Substantial,Airplane,N679SP,CESSNA,172 S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 172 S
20060511X00560,Accident,LAX06CA144,2006-04-22,"CHANDLER, AZ",United States,Substantial,Airplane,N143HP,AVIAT,A-1B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,AVIAT A-1B
20060512X00566,Accident,CHI06CA123,2006-04-22,"RICHMOND, IN",United States,Substantial,Airplane,N2985U,CESSNA,172E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172E
20060514X00568,Accident,NYC06CA103,2006-04-23,"LINVILLE, VA",United States,Substantial,Airplane,N62015,MAULE,M-5-210C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,0.0,False,MAULE M-5-210C
20060514X00571,Accident,NYC06CA102,2006-04-23,"JEANNETTE, PA",United States,Substantial,Airplane,N6775F,PIPER,PA-28-181,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,PIPER PA-28-181
20060515X00572,Accident,LAX06CA145,2006-04-23,"REDLANDS, CA",United States,Substantial,Airplane,N3190A,CESSNA,170B,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,0.0,False,CESSNA 170B
20060524X00616,Accident,LAX06CA146,2006-04-23,"San Diego, CA",United States,Destroyed,Airplane,N9756U,GRUMMAN,AA-1C,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,2.0,0.0,True,GRUMMAN AA-1C
20060525X00629,Accident,SEA06CA084,2006-04-24,"BANDON, OR",United States,Substantial,Airplane,N8689M,BEECH,P-35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2.0,0.0,False,BEECH P-35
20060523X00605,Accident,MIA06CA097,2006-04-25,"LAKE WALES, FL",United States,Substantial,Airplane,N1051L,OTHER,LA-4-200,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,2.0,0.0,False,OTHER LA-4-200
20060509X00531,Accident,CHI06MA121,2006-04-25,"NOGALES, AZ",United States,Substantial,Airplane,,OTHER,PREDATOR B,No,1.0,Turbo Prop,Aerial Observation,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,0.0,False,OTHER PREDATOR B
20060628X00843,Accident,MIA06CA100,2006-04-28,"FORT PIERCE, FL",United States,Substantial,Airplane,N2891C,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 170B
20060523X00604,Accident,MIA06CA099,2006-04-28,"MERRITT ISLAND, FL",United States,Substantial,Airplane,N95462,OTHER,DGA-15P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,OTHER DGA-15P
20060803X01083,Accident,LAX06CA173,2006-04-28,"WILLOWS, CA",United States,Substantial,Airplane,N1488C,CIRRUS,SR-20,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CIRRUS SR-20
20060531X00656,Accident,LAX06CA150,2006-04-28,"HONOLULU, HI",United States,Substantial,Airplane,N790SP,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172S
20060525X00618,Accident,CHI06CA122,2006-04-28,"MADISON, WI",United States,Substantial,Airplane,N1129P,CESSNA,182T,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 182T
20060516X00583,Accident,DFW06CA113,2006-04-28,"De Witt, AR",United States,Destroyed,Airplane,N48717,GRUMMAN,G-164B,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,0.0,True,GRUMMAN G-164B
20060605X00680,Accident,LAX06CA160,2006-04-29,"SACRAMENTO, CA",United States,Substantial,Airplane,N2074P,BEECH,C24R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,BEECH C24R
20060602X00678,Accident,SEA06CA098,2006-04-30,"BILLINGS, MT",United States,Substantial,Airplane,N739AJ,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,0.0,False,CESSNA 172N
20060531X00651,Accident,LAX06CA157,2006-04-30,"BIG BEAR, CA",United States,Substantial,Airplane,N534SP,CESSNA,172S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,0.0,False,CESSNA 172S
20060603X00679,Accident,LAX06CA152,2006-04-30,"PHOENIX, AZ",United States,Substantial,Airplane,N449PA,PIPER,PA-44-180,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,2.0,0.0,False,PIPER PA-44-180
20060607X00699,Accident,DFW06CA116,2006-04-30,"WOODVILLE, TX",United States,Substantial,Airplane,N777LF,OTHER,H-250,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,2.0,0.0,False,OTHER H-250
20060628X00842,Accident,MIA06CA101,2006-05-01,"MIAMI, FL",United States,Substantial,Airplane,N738DW,CESSNA,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172N
20060606X00686,Accident,NYC06CA107,2006-05-02,"LUMBERTON, NJ",United States,Substantial,Airplane,N2549Y,CESSNA,172D,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172D
20060627X00820,Accident,DFW06CA117,2006-05-02,"COVINGTON, LA",United States,Substantial,Airplane,N42336,CESSNA,182L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,0.0,False,CESSNA 182L
20060525X00634,Accident,SEA06CA090,2006-05-03,"MINIDOKA, ID",United States,Substantial,Airplane,N8959G,CESSNA,A188B,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA A188B
20060531X00652,Accident,LAX06CA159,2006-05-03,"COLUMBIA, CA",United States,Substantial,Airplane,N441MA,PIPER,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1.0,0.0,False,PIPER PA-28-181
20060601X00660,Accident,DEN06CA071,2006-05-03,"RANGELY, CO",United States,Substantial,Airplane,N6946B,PIPER,PA-22-150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,PIPER PA-22-150
20081219X65319,Accident,ENG07WA003,2006-05-03,"Sochi, Russia",Russia,Destroyed,Airplane,,AIRBUS,A320,No,2.0,Turbo Fan,Other,113.0,0.0,0.0,0.0,IMC,Other,113.0,1.0,True,AIRBUS A320
20060531X00650,Accident,LAX06CA163,2006-05-04,"DEATH VALLEY, CA",United States,Substantial,Airplane,N160SE,AVIAT,T211,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1.0,0.0,False,AVIAT T211
20060525X00636,Accident,SEA06CA092,2006-05-05,"CANBY, OR",United States,Substantial,Airplane,N3305W,CESSNA,182F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1.0,0.0,False,CESSNA 182F
20060721X00982,Accident,NYC06CA108,2006-05-05,"CHESTER, CT",United States,Substantial,Airplane,N4814J,PIPER,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,3.0,0.0,False,PIPER PA-28-180
20060531X00649,Accident,LAX06CA162,2006-05-05,"KINGMAN, AZ",United States,Substantial,Airplane,N8750M,BEECH,BE23,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,BEECH BE23
20060627X00834,Accident,ATL06CA075,2006-05-05,"MUSCLE SHOALS, AL",United States,Substantial,Airplane,N613SP,CESSNA,C172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA C172S
20060608X00722,Accident,NYC06CA109,2006-05-06,"SHAMOKIN, PA",United States,Substantial,Airplane,N4732Q,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,1.0,1.0,False,CESSNA 152
20060627X00821,Accident,DFW06CA119,2006-05-06,"COLEMAN, TX",United States,Substantial,Airplane,N3815J,CESSNA,150G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA 150G
20060601X00661,Accident,DEN06CA073,2006-05-07,"CODY, WY",United States,Substantial,Airplane,N6083A,PIPER,PA-18-150,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,PIPER PA-18-150
20060607X00701,Accident,CHI06CA134,2006-05-07,"GRAYSLAKE, IL",United States,Substantial,Airplane,N2378U,PIPER,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,0.0,False,PIPER PA-28-161
20060621X00787,Accident,ANC06CA050,2006-05-07,"CHICKALOON, AK",United States,Substantial,Airplane,N2396D,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 170B
20060531X00653,Accident,LAX06CA165,2006-05-07,"Green Valley, AZ",United States,Destroyed,Airplane,N66705,CESSNA,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Go-around,2.0,0.0,True,CESSNA 150M
20060522X00597,Accident,DFW06CA120,2006-05-08,"LEVELLAND, TX",United States,Substantial,Airplane,N10964,CESSNA,150L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1.0,0.0,False,CESSNA 150L
20060607X00708,Accident,DEN06CA074,2006-05-08,"FORT BRIDGER, WY",United States,Substantial,Airplane,N759EF,CESSNA,182Q,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 182Q
20060607X00709,Accident,DEN06CA075,2006-05-09,"ALAMOSA, CO",United States,Substantial,Airplane,N105KY,AVIAT,A-1,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,0.0,False,AVIAT A-1
20060609X00727,Accident,NYC06CA113,2006-05-10,"ALLENTOWN, PA",United States,Substantial,Airplane,N1788H,CESSNA,310C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 310C
20060621X00786,Accident,ANC06CA052,2006-05-10,"ILIAMNA, AK",United States,Substantial,Airplane,N723C,PIPER,PA-18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,0.0,False,PIPER PA-18
20060531X00647,Accident,LAX06CA168,2006-05-11,"YUBA CITY, CA",United States,Substantial,Airplane,N4892,GRUMMAN,G-164A,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,GRUMMAN G-164A
20060612X00730,Accident,CHI06CA129,2006-05-11,"DONGOLA, IL",United States,Substantial,Airplane,N8585Y,PIPER,PA-30,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Landing,3.0,0.0,False,PIPER PA-30
20060626X00818,Accident,DFW06CA125,2006-05-13,"GEORGETOWN, TX",United States,Substantial,Airplane,N93733,BELLANCA,17-A30,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,1.0,0.0,False,BELLANCA 17-A30
20060606X00687,Accident,NYC06CA116,2006-05-14,"LOUISVILLE, KY",United States,Substantial,Airplane,N642KM,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA 172S
20060531X00657,Accident,LAX06CA171,2006-05-14,"LONG BEACH, CA",United States,Substantial,Airplane,N5799X,CESSNA,320,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,CESSNA 320
20060601X00663,Accident,DFW06CA126,2006-05-14,"PARIS, TX",United States,Substantial,Airplane,N98829,PIPER,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,2.0,0.0,False,PIPER J3C-65
20060608X00714,Accident,DEN06CA078,2006-05-14,"ENGLEWOOD, CO",United States,Substantial,Airplane,N153C,AVIAT,A-1A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,0.0,False,AVIAT A-1A
20060831X01272,Accident,ANC06CA053,2006-05-14,"AKIACHAK, AK",United States,Substantial,Airplane,N91099,CESSNA,207,No,1.0,Reciprocating,Other,0.0,0.0,0.0,3.0,VMC,Other,3.0,0.0,False,CESSNA 207
20060628X00844,Accident,MIA06CA111,2006-05-16,"ORMOND BEACH, FL",United States,Substantial,Airplane,N8149Q,PIPER,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,0.0,False,PIPER PA-28-161
20060623X00808,Accident,ATL06CA080,2006-05-16,"MURFREESBORO, TN",United States,Substantial,Airplane,N545TG,CESSNA,525,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,7.0,VMC,Landing,7.0,0.0,False,CESSNA 525
20060609X00728,Accident,SEA06CA099,2006-05-17,"KLAMATH FALLS, OR",United States,Substantial,Airplane,N69183,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,1.0,0.0,False,CESSNA 152
20060607X00710,Accident,DEN06CA077,2006-05-17,"ALBUQUERQUE, NM",United States,Substantial,Airplane,N7898N,CESSNA,R172E (T-41C),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,1.0,0.0,False,CESSNA R172E (T-41C)
20060707X00899,Accident,LAX06CA177,2006-05-18,"TUCSON, AZ",United States,Substantial,Airplane,N63149,CESSNA,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,CESSNA 150M
20060803X01084,Accident,LAX06CA174,2006-05-18,"MADERA, CA",United States,Substantial,Airplane,N3544Z,CESSNA,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,CESSNA 172S
20060601X00665,Accident,DFW06LA130B,2006-05-18,"DEWITT, AR",United States,Substantial,Airplane,N4121G,AYRES,S2R,No,1.0,Turbo Prop,Aerial Application,1.0,1.0,0.0,0.0,VMC,Maneuvering,2.0,1.0,False,AYRES S2R
20060601X00665,Accident,DFW06LA130A,2006-05-18,"DEWITT, AR",United States,Substantial,Airplane,N6629,GRUMMAN,G-164A,No,1.0,Turbo Prop,Aerial Application,1.0,1.0,0.0,0.0,VMC,Cruise,2.0,1.0,False,GRUMMAN G-164A
20060619X00766,Accident,DFW06CA128,2006-05-18,"GREENVILLE, MS",United States,Substantial,Airplane,N893R,BEECH,BE33,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2.0,0.0,False,BEECH BE33
20060623X00809,Accident,ATL06CA081,2006-05-18,"MURFREESBORO, TN",United States,Substantial,Airplane,N9902W,PIPER,PA28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1.0,0.0,False,PIPER PA28-140
20060622X00803,Accident,ANC06CA055,2006-05-18,"PERRY, FL",United States,Substantial,Airplane,N5596X,ROCKWELL,S-2R,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,1.0,0.0,False,ROCKWELL S-2R
20060616X00754,Accident,SEA06CA101,2006-05-19,"VAUGHN, WA",United States,Substantial,Airplane,N2426H,OTHER,415-C,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,2.0,0.0,False,OTHER 415-C
20060816X01181,Accident,LAX06CA176,2006-05-19,"CARSON CITY, NV",United States,Substantial,Airplane,N7857P,PIPER,PA-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,0.0,False,PIPER PA-24-250
